% Model,RG58-RLGC.mph,,,,,
% Version,COMSOL 6.3.0.290,,,,,
% Date,"Sep 3 2026, 20:23",,,,,
% Table,浼犺緭绾垮弬鏁?(tlp1) 1 - ,,,,,
% freq (Hz),单位长度串联电阻(Ohm/m),单位长度串联电感(H/m),单位长度并联电导(S/m),单位长度并联电容(F/m),特性阻抗（Ohm）,传播常数 (1/m)
5333000,0.280026409,2.46E-07,5.29E-14,1.05E-10,48.26984116266382-0.8209917191879622i,0.0029006352912686467+0.17054155527352716i
5334000,0.280052083,2.46E-07,5.29E-14,1.05E-10,48.269764732708126-0.8209143593281938i,0.0029009058240026544+0.170573263729472i
5335000,0.280077754,2.46E-07,5.29E-14,1.05E-10,48.26968832423341-0.8208370213139858i,0.002901176331446791+0.17060497216007023i
5336000,0.280103423,2.46E-07,5.29E-14,1.05E-10,48.26961193722508-0.8207597051352816i,0.002901446813608913+0.17063668056531214i
5337000,0.28012909,2.46E-07,5.29E-14,1.05E-10,48.26953557162825-0.8206824107819886i,0.002901717270496767+0.1706683889450485i
5338000,0.280154754,2.46E-07,5.29E-14,1.05E-10,48.26945922751558-0.820605138243105i,0.0029019877021148+0.17070009729957733i
5339000,0.280180416,2.46E-07,5.29E-14,1.05E-10,48.269382904834416-0.8205278875094139i,0.002902258108473773+0.17073180562875548i
5340000,0.280206075,2.46E-07,5.29E-14,1.05E-10,48.26930660357884-0.8204506585704708i,0.0029025284895800854+0.17076351393260517i
5341000,0.280231732,2.46E-07,5.29E-14,1.05E-10,48.269230323737375-0.8203734514157811i,0.0029027988454398824+0.17079522221112634i
5342000,0.280257387,2.46E-07,5.29E-14,1.05E-10,48.26915406530022-0.8202962660353771i,0.002903069176061246+0.17082693046433048i
5343000,0.280283039,2.46E-07,5.29E-14,1.05E-10,48.26907782825678-0.8202191024188857i,0.0029033394814506792+0.17085863869221918i
5344000,0.280308688,2.46E-07,5.29E-14,1.05E-10,48.26900161259584-0.8201419605565347i,0.002903609761616856+0.1708903468947964i
5345000,0.280334336,2.46E-07,5.29E-14,1.05E-10,48.268925418297734-0.8200648404368243i,0.002903880016562298+0.17092205507203528i
5346000,0.280359981,2.46E-07,5.29E-14,1.05E-10,48.26884924537497-0.8199877420505266i,0.002904150246297534+0.1709537632240226i
5347000,0.280385623,2.46E-07,5.29E-14,1.05E-10,48.2687730938059-0.819910665387022i,0.0029044204508281483+0.17098547135072445i
5348000,0.280411263,2.46E-07,5.29E-14,1.05E-10,48.268696963574946-0.8198336104367066i,0.0029046906301632633+0.1710171794521268i
5349000,0.280436901,2.46E-07,5.29E-14,1.05E-10,48.26862085468299-0.8197565771886227i,0.002904960784307245+0.17104888752827752i
5350000,0.280462537,2.46E-07,5.29E-14,1.05E-10,48.268544767115834-0.81967956563342i,0.002905230913270042+0.17108059557916622i
5351000,0.28048817,2.46E-07,5.29E-14,1.05E-10,48.2684687008621-0.8196025757608312i,0.002905501017058399+0.17111230360479662i
5352000,0.2805138,2.46E-07,5.29E-14,1.05E-10,48.26839265591298-0.8195256075607436i,0.002905771095679524+0.17114401160517803i
5353000,0.280539429,2.46E-07,5.29E-14,1.05E-10,48.26831663225685-0.8194486610218803i,0.002906041149136533+0.17117571958031366i
5354000,0.280565054,2.46E-07,5.29E-14,1.05E-10,48.26824062987886-0.8193717361349605i,0.0029063111774395387+0.17120742753019189i
5355000,0.280590678,2.46E-07,5.29E-14,1.05E-10,48.26816464878049-0.8192948328901226i,0.002906581180596601+0.171239135454861i
5356000,0.280616299,2.46E-07,5.29E-14,1.05E-10,48.26808868894702-0.8192179512766863i,0.002906851158612818+0.17127084335431014i
5357000,0.280641918,2.46E-07,5.29E-14,1.05E-10,48.268012750367745-0.8191410912844764i,0.002907121111495085+0.17130255122854424i
5358000,0.280667534,2.46E-07,5.29E-14,1.05E-10,48.26793683303306-0.819064252904017i,0.002907391039252735+0.17133425907757152i
5359000,0.280693148,2.46E-07,5.29E-14,1.05E-10,48.267860936931385-0.8189874361246304i,0.0029076609418908096+0.1713659669013928i
5360000,0.280718759,2.46E-07,5.29E-14,1.05E-10,48.26778506205617-0.8189106409361252i,0.0029079308194160493+0.17139767470002715i
5361000,0.280744369,2.46E-07,5.29E-14,1.05E-10,48.267709208395914-0.8188338673290779i,0.0029082006718378975+0.17142938247347542i
5362000,0.280769975,2.46E-07,5.29E-14,1.05E-10,48.26763337593921-0.8187571152934556i,0.002908470499163618+0.17146109022174036i
5363000,0.28079558,2.46E-07,5.29E-14,1.05E-10,48.26755756467814-0.8186803848181479i,0.0029087403013965903+0.1714927979448348i
5364000,0.280821182,2.46E-07,5.29E-14,1.05E-10,48.26748177460266-0.8186036758933529i,0.0029090100785448218+0.1715245056427644i
5365000,0.280846781,2.46E-07,5.29E-14,1.05E-10,48.2674060057007-0.8185269885093943i,0.0029092798306168135+0.1715562133155321i
5366000,0.280872379,2.46E-07,5.29E-14,1.05E-10,48.26733025796508-0.8184503226559835i,0.002909549557618736+0.17158792096315054i
5367000,0.280897974,2.46E-07,5.29E-14,1.05E-10,48.26725453138432-0.8183736783232402i,0.0029098192595582756+0.17161962858562246i
5368000,0.280923566,2.46E-07,5.29E-14,1.05E-10,48.267178825943425-0.8182970555001949i,0.002910088936439185+0.17165133618293615i
5369000,0.280949156,2.46E-07,5.29E-14,1.05E-10,48.267103141644114-0.8182204541782677i,0.002910358588273721+0.171683043755141i
5370000,0.280974744,2.46E-07,5.29E-14,1.05E-10,48.267027478430116-0.8181438743464521i,0.0029106282150654543+0.17171475130207867i
5371000,0.281000329,2.46E-07,5.29E-14,1.05E-10,48.26695183635766-0.8180673159948876i,0.002910897816821983+0.17174645882398948i
5372000,0.281025912,2.46E-07,5.29E-14,1.05E-10,48.26687621540684-0.8179907791154157i,0.0029111673935569736+0.17177816632084517i
5373000,0.281051493,2.46E-07,5.29E-14,1.05E-10,48.266800615553834-0.8179142636946536i,0.0029114369452654773+0.17180987379260385i
5374000,0.281077071,2.46E-07,5.29E-14,1.05E-10,48.26672503678735-0.8178377697243162i,0.0029117064719606438+0.17184158123926688i
5375000,0.281102647,2.46E-07,5.29E-14,1.05E-10,48.26664947908167-0.817761297194154i,0.0029119759736485934+0.171873288660784i
5376000,0.281128221,2.46E-07,5.29E-14,1.05E-10,48.2665739424593-0.8176848460946163i,0.0029122454503379422+0.17190499605727827i
5377000,0.281153792,2.46E-07,5.29E-14,1.05E-10,48.26649842688078-0.8176084164150842i,0.0029125149020334373+0.17193670342864972i
5378000,0.281179361,2.46E-07,5.29E-14,1.05E-10,48.26642293235839-0.8175320081456475i,0.00291278432874235+0.17196841077498481i
5379000,0.281204927,2.46E-07,5.29E-14,1.05E-10,48.26634745887889-0.8174556212769476i,0.0029130537304738946+0.17200011809627855i
5380000,0.281230491,2.46E-07,5.29E-14,1.05E-10,48.26627200642828-0.8173792557987971i,0.0029133231072342625+0.17203182539252113i
5381000,0.281256053,2.46E-07,5.29E-14,1.05E-10,48.266196574994524-0.8173029117013695i,0.0029135924590309695+0.17206353266371335i
5382000,0.281281612,2.46E-07,5.29E-14,1.05E-10,48.26612116456993-0.8172265889738998i,0.0029138617858681356+0.17209523990987005i
5383000,0.281307169,2.46E-07,5.29E-14,1.05E-10,48.26604577514455-0.8171502876066921i,0.0029141310877535964+0.17212694713099422i
5384000,0.281332723,2.46E-07,5.29E-14,1.05E-10,48.26597040670764-0.8170740075897244i,0.002914400364694127+0.17215865432709312i
5385000,0.281358276,2.46E-07,5.29E-14,1.05E-10,48.26589505925039-0.8169977489138119i,0.002914669616699341+0.17219036149817396i
5386000,0.281383825,2.46E-07,5.29E-14,1.05E-10,48.26581973276299-0.8169215115679715i,0.0029149388437724887+0.17222206864424508i
5387000,0.281409373,2.46E-07,5.29E-14,1.05E-10,48.26574442723501-0.816845295543361i,0.0029152080459243926+0.1722537757653099i
5388000,0.281434918,2.46E-07,5.29E-14,1.05E-10,48.2656691426523-0.8167691008289829i,0.0029154772231582042+0.17228548286136158i
5389000,0.281460461,2.46E-07,5.29E-14,1.05E-10,48.265593879014425-0.8166929274155177i,0.0029157463754829836+0.1723171899324389i
5390000,0.281486001,2.46E-07,5.29E-14,1.05E-10,48.265518636292896-0.8166167752930152i,0.0029160155029055194+0.1723488969784807i
5391000,0.281511539,2.46E-07,5.29E-14,1.05E-10,48.26544341450476-0.8165406444516262i,0.002916284605432974+0.17238060399959101i
5392000,0.281537075,2.46E-07,5.29E-14,1.05E-10,48.2653682136304-0.816464534882262i,0.0029165536830751777+0.17241231099574122i
5393000,0.281562608,2.46E-07,5.29E-14,1.05E-10,48.265293033654146-0.816388446573253i,0.0029168227358326907+0.17244401796691564i
5394000,0.281588139,2.46E-07,5.29E-14,1.05E-10,48.2652178745721-0.8163123795149895i,0.0029170917637134524+0.17247572491314334i
5395000,0.281613668,2.46E-07,5.29E-14,1.05E-10,48.26514273637566-0.8162363336991753i,0.002917360766730036+0.17250743183443445i
5396000,0.281639194,2.46E-07,5.29E-14,1.05E-10,48.265067619049844-0.8161603091146836i,0.0029176297448848887+0.1725391387307772i
5397000,0.281664718,2.46E-07,5.29E-14,1.05E-10,48.264992522588976-0.816084305751574i,0.00291789869818465+0.1725708456021916i
5398000,0.281690239,2.46E-07,5.29E-14,1.05E-10,48.264917446938696-0.8160083236005004i,0.0029181676266380936+0.17260255244852632i
5399000,0.281715758,2.46E-07,5.29E-14,1.05E-10,48.264842392174735-0.8159323626513315i,0.002918436530251134+0.17263425927009293i
5400000,0.281741275,2.46E-07,5.29E-14,1.05E-10,48.26476735824309-0.8158564228950994i,0.002918705409033845+0.17266596606674095i
5401000,0.281766789,2.46E-07,5.29E-14,1.05E-10,48.26469234513681-0.8157805043207301i,0.002918974262988676+0.17269767283848397i
5402000,0.281792301,2.46E-07,5.29E-14,1.05E-10,48.26461735284542-0.8157046069187409i,0.00291924309212382+0.17272937958532777i
5403000,0.281817811,2.46E-07,5.29E-14,1.05E-10,48.264542381359085-0.8156287306790603i,0.002919511896445304+0.17276108630727852i
5404000,0.281843319,2.46E-07,5.29E-14,1.05E-10,48.26446743066931-0.8155528755925753i,0.0029197806759625818+0.17279279300434813i
5405000,0.281868824,2.46E-07,5.29E-14,1.05E-10,48.264392500763904-0.8154770416489077i,0.0029200494306804987+0.1728244996765325i
5406000,0.281894326,2.46E-07,5.29E-14,1.05E-10,48.26431759163571-0.8154012288384292i,0.002920318160606602+0.17285620632384757i
5407000,0.281919827,2.46E-07,5.29E-14,1.05E-10,48.26424270327406-0.8153254371517054i,0.002920586865749101+0.17288791294629668i
5408000,0.281945324,2.46E-07,5.29E-14,1.05E-10,48.26416783567022-0.8152496665775794i,0.002920855546110028+0.1729196195438913i
5409000,0.28197082,2.46E-07,5.29E-14,1.05E-10,48.26409298881439-0.8151739171084357i,0.002921124201704018+0.17295132611663522i
5410000,0.281996313,2.46E-07,5.29E-14,1.05E-10,48.26401816269471-0.8150981887336409i,0.002921392832534923+0.1729830326645282i
5411000,0.282021804,2.46E-07,5.29E-14,1.05E-10,48.26394335730481-0.8150224814420535i,0.002921661438604734+0.17301473918758892i
5412000,0.282047293,2.46E-07,5.29E-14,1.05E-10,48.26386857262674-0.8149467952252863i,0.0029219300199252703+0.17304644568579358i
5413000,0.282072779,2.46E-07,5.29E-14,1.05E-10,48.26379380865305-0.8148711300732582i,0.00292219857650228+0.17307815215915762i
5414000,0.282098263,2.46E-07,5.29E-14,1.05E-10,48.26371906539024-0.8147954859756056i,0.0029224671083404393+0.1731098586077443i
5415000,0.282123744,2.46E-07,5.29E-14,1.05E-10,48.26364434281629-0.8147198629234566i,0.002922735615449776+0.17314156503151623i
5416000,0.282149224,2.46E-07,5.29E-14,1.05E-10,48.263569640925546-0.8146442609070077i,0.0029230040978369468+0.17317327143049477i
5417000,0.2821747,2.46E-07,5.29E-14,1.05E-10,48.26349495968554-0.8145686799157632i,0.0029232725555060875+0.173204977804604i
5418000,0.282200175,2.46E-07,5.29E-14,1.05E-10,48.26342029912714-0.814493119940592i,0.0029235409884662013+0.1732366841539952i
5419000,0.282225647,2.46E-07,5.29E-14,1.05E-10,48.26334565922081-0.814417580973219i,0.0029238093967293697+0.1732683904786047i
5420000,0.282251117,2.46E-07,5.29E-14,1.05E-10,48.26327103994518-0.8143420630006621i,0.0029240777802907176+0.17330009677839617i
5421000,0.282276584,2.46E-07,5.29E-14,1.05E-10,48.263196441298106-0.8142665660147261i,0.0029243461391625417+0.1733318030534029i
5422000,0.282302049,2.46E-07,5.29E-14,1.05E-10,48.263121863290955-0.81419109000673i,0.0029246144733553617+0.1733635093037062i
5423000,0.282327512,2.46E-07,5.29E-14,1.05E-10,48.26304730589862-0.8141156349660007i,0.0029248827828725534+0.17339521552925866i
5424000,0.282352973,2.46E-07,5.29E-14,1.05E-10,48.26297276910995-0.8140402008828337i,0.0029251510677208684+0.17342692173005816i
5425000,0.282378431,2.46E-07,5.29E-14,1.05E-10,48.262898252917644-0.8139647877478905i,0.002925419327908453+0.17345862790612293i
5426000,0.282403886,2.46E-07,5.29E-14,1.05E-10,48.26282375731111-0.8138893955513173i,0.0029256875634414733+0.17349033405745293i
5427000,0.28242934,2.46E-07,5.29E-14,1.05E-10,48.262749282280446-0.8138140242830337i,0.002925955774325329+0.1735220401840551i
5428000,0.282454791,2.46E-07,5.29E-14,1.05E-10,48.26267482781563-0.8137386739339855i,0.0029262239605690557+0.17355374628593428i
5429000,0.28248024,2.46E-07,5.29E-14,1.05E-10,48.262600393907725-0.8136633444951925i,0.0029264921221819136+0.17358545236309839i
5430000,0.282505686,2.46E-07,5.29E-14,1.05E-10,48.2625259805481-0.8135880359550541i,0.0029267602591637426+0.17361715841555764i
5431000,0.28253113,2.46E-07,5.29E-14,1.05E-10,48.262451587728236-0.8135127483050469i,0.002927028371525408+0.17364886444332228i
5432000,0.282556572,2.46E-07,5.29E-14,1.05E-10,48.26237721542972-0.8134374815348104i,0.0029272964592711413+0.17368057044636662i
5433000,0.282582011,2.46E-07,5.29E-14,1.05E-10,48.26230286365788-0.8133622356358023i,0.0029275645224116995+0.1737122764247508i
5434000,0.282607448,2.46E-07,5.29E-14,1.05E-10,48.26222853239208-0.8132870105979408i,0.0029278325609522686+0.1737439823784414i
5435000,0.282632883,2.46E-07,5.29E-14,1.05E-10,48.262154221623994-0.8132118064115242i,0.0029281005748993697+0.17377568830744874i
5436000,0.282658315,2.46E-07,5.29E-14,1.05E-10,48.26207993135339-0.8131366230669594i,0.0029283685642599077+0.1738073942118134i
5437000,0.282683745,2.46E-07,5.29E-14,1.05E-10,48.262005661565496-0.8130614605544445i,0.0029286365290400007+0.17383910009152304i
5438000,0.282709173,2.46E-07,5.29E-14,1.05E-10,48.261931412248984-0.8129863188646338i,0.0029289044692473684+0.17387080594657647i
5439000,0.282734598,2.46E-07,5.29E-14,1.05E-10,48.2618571833958-0.8129111979888497i,0.0029291723848921393+0.17390251177698635i
5440000,0.282760022,2.46E-07,5.29E-14,1.05E-10,48.26178297499576-0.8128360979158554i,0.00292944027597518+0.17393421758275618i
5441000,0.282785442,2.46E-07,5.29E-14,1.05E-10,48.26170878703776-0.81276101863624i,0.0029297081425039067+0.17396592336388642i
5442000,0.282810861,2.46E-07,5.29E-14,1.05E-10,48.2616346195118-0.8126859601406067i,0.0029299759844857803+0.17399762912038222i
5443000,0.282836277,2.46E-07,5.29E-14,1.05E-10,48.26156047241739-0.8126109224200032i,0.0029302438019298198+0.174029334852282i
5444000,0.282861691,2.46E-07,5.29E-14,1.05E-10,48.26148634573703-0.8125359054646238i,0.002930511594841956+0.17406104055956373i
5445000,0.282887102,2.46E-07,5.29E-14,1.05E-10,48.261412239464526-0.8124609092649138i,0.00293077936322899+0.1740927462422454i
5446000,0.282912511,2.46E-07,5.29E-14,1.05E-10,48.26133815357923-0.8123859338104336i,0.002931047107094506+0.17412445190029305i
5447000,0.282937918,2.46E-07,5.29E-14,1.05E-10,48.261264088092815-0.8123109790931352i,0.002931314826450677+0.1741561575337883i
5448000,0.282963322,2.46E-07,5.29E-14,1.05E-10,48.26119004298287-0.8122360451033863i,0.002931582521303986+0.17418786314269272i
5449000,0.282988724,2.46E-07,5.29E-14,1.05E-10,48.261116018244884-0.81216113182996i,0.00293185019165507+0.17421956872702904i
5450000,0.283014124,2.46E-07,5.29E-14,1.05E-10,48.26104201386442-0.8120862392647242i,0.0029321178375157557+0.17425127428678616i
5451000,0.283039522,2.46E-07,5.29E-14,1.05E-10,48.260968029836604-0.8120113673971452i,0.0029323854588891767+0.17428297982198807i
5452000,0.283064917,2.46E-07,5.29E-14,1.05E-10,48.26089406614974-0.8119365162188646i,0.002932653055786223+0.17431468533262967i
5453000,0.28309031,2.46E-07,5.29E-14,1.05E-10,48.2608201227946-0.8118616857196647i,0.0029329206282111718+0.1743463908187221i
5454000,0.2831157,2.46E-07,5.29E-14,1.05E-10,48.26074619976136-0.811786875889949i,0.0029331881761703997+0.1743780962802674i
5455000,0.283141088,2.46E-07,5.29E-14,1.05E-10,48.26067229704077-0.8117120867207603i,0.0029334556996726373+0.17440980171727388i
5456000,0.283166474,2.46E-07,5.29E-14,1.05E-10,48.26059841462099-0.811637318201819i,0.0029337231987217717+0.17444150712973802i
5457000,0.283191858,2.46E-07,5.29E-14,1.05E-10,48.2605245524969-0.8115625703244148i,0.0029339906733273895+0.1744732125176835i
5458000,0.283217239,2.46E-07,5.29E-14,1.05E-10,48.260450710663115-0.8114878430787961i,0.0029342581234952187+0.17450491788112904i
5459000,0.283242618,2.46E-07,5.29E-14,1.05E-10,48.260376889098275-0.8114131364564894i,0.0029345255492356443+0.17453662322003946i
5460000,0.283267994,2.46E-07,5.29E-14,1.05E-10,48.26030308780746-0.8113384504458362i,0.0029347929505474666+0.1745683285344721i
5461000,0.283293369,2.46E-07,5.29E-14,1.05E-10,48.260229306774725-0.8112637850382719i,0.0029350603274406785+0.1746000338244106i
5462000,0.283318741,2.46E-07,5.29E-14,1.05E-10,48.26015554598867-0.8111891402252945i,0.0029353276799254603+0.17463173908985355i
5463000,0.28334411,2.46E-07,5.29E-14,1.05E-10,48.26008180543944-0.8111145159960005i,0.0029355950080032704+0.17466344433080513i
5464000,0.283369478,2.46E-07,5.29E-14,1.05E-10,48.26000808512248-0.8110399123420546i,0.002935862311684864+0.17469514954729004i
5465000,0.283394843,2.46E-07,5.29E-14,1.05E-10,48.25993438502698-0.810965329253612i,0.0029361295909754756+0.17472685473930838i
5466000,0.283420205,2.46E-07,5.29E-14,1.05E-10,48.25986070514454-0.810890766721451i,0.002936396845882599+0.17475855990687078i
5467000,0.283445566,2.45E-07,5.29E-14,1.05E-10,48.259787045462275-0.8108162247364339i,0.0029366640764139766+0.17479026504996975i
5468000,0.283470924,2.45E-07,5.29E-14,1.05E-10,48.259713405974196-0.8107417032882721i,0.0029369312825731704+0.1748219701686234i
5469000,0.28349628,2.45E-07,5.29E-14,1.05E-10,48.25963978666874-0.8106672023674802i,0.002937198464366676+0.17485367526283288i
5470000,0.283521633,2.45E-07,5.29E-14,1.05E-10,48.25956618753878-0.8105927219650257i,0.002937465621802507+0.1748853803326091i
5471000,0.283546984,2.45E-07,5.29E-14,1.05E-10,48.259492608565374-0.8105182620714512i,0.002937732754887177+0.1749170853779246i
5472000,0.283572333,2.45E-07,5.29E-14,1.05E-10,48.2594190497562-0.8104438226780635i,0.002937999863629946+0.17494879039884775i
5473000,0.28359768,2.45E-07,5.29E-14,1.05E-10,48.25934551109363-0.810369403774104i,0.0029382669480325515+0.17498049539535504i
5474000,0.283623024,2.45E-07,5.29E-14,1.05E-10,48.259271992569-0.8102950053517924i,0.002938534008107482+0.17501220036745396i
5475000,0.283648366,2.45E-07,5.29E-14,1.05E-10,48.259198494173226-0.8102206274002992i,0.002938801043856189+0.17504390531515296i
5476000,0.283673705,2.45E-07,5.29E-14,1.05E-10,48.25912501589843-0.8101462699108543i,0.0029390680552875037+0.17507561023846138i
5477000,0.283699043,2.45E-07,5.29E-14,1.05E-10,48.25905155773308-0.8100719328753201i,0.002939335042412617+0.1751073151373801i
5478000,0.283724378,2.45E-07,5.29E-14,1.05E-10,48.25897811966836-0.8099976162819564i,0.0029396020052295272+0.17513902001191456i
5479000,0.28374971,2.45E-07,5.29E-14,1.05E-10,48.25890470169502-0.8099233201232051i,0.002939868943751455+0.17517072486207255i
5480000,0.283775041,2.45E-07,5.29E-14,1.05E-10,48.25883130378858-0.8098490443880544i,0.0029401358579790146+0.17520242968780406i
5481000,0.283800369,2.45E-07,5.29E-14,1.05E-10,48.25875792596345-0.8097747890684508i,0.0029404027479235906+0.17523413448920322i
5482000,0.283825694,2.45E-07,5.29E-14,1.05E-10,48.25868456821175-0.8097005541552785i,0.002940669613592633+0.17526583926628034i
5483000,0.283851018,2.45E-07,5.29E-14,1.05E-10,48.25861123051512-0.8096263396376596i,0.002940936454987154+0.1752975440190068i
5484000,0.283876339,2.45E-07,5.29E-14,1.05E-10,48.25853791286456-0.8095521455080531i,0.0029412032721203426+0.17532924874739256i
5485000,0.283901658,2.45E-07,5.29E-14,1.05E-10,48.258464615241365-0.8094779717569779i,0.0029414700649982263+0.1753609534514072i
